brand,model_year,price,fuel_type,engine_size,co2_emission,transmission,color
Volkswagen,2013,22865.950038471357,Electric,2.6,152.6069391692896,Manual,Gray
Audi,2001,44174.73938846896,Diesel,4.6,111.4369106354976,Manual,Black
Audi,2004,11018.675829267446,Electric,4.6,106.81936821796026,Manual,Black
Toyota,2019,53919.11474965647,Petrol,2.4,101.95841136604028,Manual,Green
Audi,2007,35613.921593469255,Electric,3.4,121.49299609902758,Automatic,Red
Chevrolet,2006,27481.52881293275,Electric,4.9,91.92698603736694,Automatic,White
Audi,2005,32608.606774730713,Diesel,1.2,142.5146355405897,Automatic,Black
Mercedes,2010,35618.65165783615,Hybrid,1.2,71.31376094798168,Automatic,Gray
Toyota,2011,27340.39857390118,Electric,3.1,118.06099998499924,Automatic,Blue
Mercedes,2017,,Diesel,2.2,78.61233066530988,Manual,Red
Mercedes,2018,41804.515889200025,Petrol,3.3,118.55785165255261,Automatic,Blue
BMW,2009,51814.614357295795,Hybrid,3.9,144.25217763459082,Manual,Green
Toyota,2020,,Petrol,1.3,125.5500529235225,Automatic,Blue
Mercedes,2013,31722.440696158406,Hybrid,4.5,101.91890819264371,Automatic,Green
BMW,2002,18903.900929336076,Electric,,141.49870736477945,Automatic,Green
BMW,2017,21268.22129359508,Electric,2.5,50.0,Automatic,White
Toyota,2014,27389.86026185696,Hybrid,2.3,117.98226728583663,Manual,Yellow
Honda,2005,27534.571994746246,Petrol,4.4,95.03693364183,Manual,Blue
Volkswagen,2009,32959.22960171471,Petrol,1.7,134.82689823088722,Automatic,Gray
Chevrolet,2011,29114.73506327783,Petrol,1.1,50.0,Manual,Gray
Volkswagen,2006,36399.79650008141,Electric,4.9,106.03602358428468,Automatic,Black
Audi,2016,32551.240334025722,Hybrid,4.9,100.71051269478923,Manual,White
Chevrolet,2000,43180.26519114813,Hybrid,2.0,147.1272998624676,Automatic,Black
Audi,2017,36630.428481014285,Petrol,1.0,96.2307700182151,Manual,Yellow
Mercedes,2014,20568.315360070894,Electric,3.6,113.34143855221654,Manual,Blue
Ford,2018,28836.09604258166,Hybrid,3.6,122.1307494869259,Automatic,Gray
Toyota,2000,29375.91246820332,Hybrid,4.8,119.29239135384354,Automatic,Black
Chevrolet,2004,33519.237950167306,Petrol,2.2,118.68759113941921,Manual,Gray
Chevrolet,2014,38602.23276668378,Petrol,1.8,121.85056042681192,Manual,Green
Mercedes,2002,32260.83342973695,Hybrid,3.5,119.98375387834035,Automatic,Black
Honda,2000,34625.29525028834,Electric,3.3,191.29570614037135,Automatic,Red
BMW,2007,20926.18407905092,Diesel,3.9,66.22057961769097,Automatic,White
Mercedes,2011,26326.386684924644,Hybrid,4.5,96.26416196355669,Automatic,Black
Hyundai,2021,14703.023896849203,Hybrid,3.2,118.58773620102262,Manual,Blue
BMW,2018,33535.59465255919,Electric,1.6,153.38794506156665,Manual,Gray
Toyota,2011,36731.98324975153,Hybrid,3.4,148.6137402583272,Automatic,Gray
BMW,2012,19448.130400276037,Diesel,2.5,151.12613978195856,Manual,White
Honda,2000,31267.582969353352,Electric,2.8,118.93988367204543,Automatic,Green
BMW,2018,29181.77706191612,Diesel,4.8,157.23160330541685,Manual,White
Toyota,2005,43507.518988059106,Diesel,3.2,102.01846247473426,Manual,Red
Honda,2007,22845.039035658516,Hybrid,1.6,147.47589833506402,Manual,Green
Volkswagen,2003,37345.25932390459,Diesel,2.8,125.67560823622544,Manual,Yellow
Chevrolet,2004,39144.57914969335,Hybrid,1.9,126.20764617133044,Automatic,Yellow
Chevrolet,2021,28440.389680657063,Hybrid,1.5,80.36773698701347,Automatic,Green
Audi,2006,32339.975450362705,Electric,3.8,66.89098344711681,Manual,Black
Volkswagen,2022,38619.6556779658,Electric,3.5,111.28078156246904,Manual,Red
Volkswagen,2003,21203.975461264876,Electric,3.0,117.20514869162608,Automatic,Black
BMW,2019,26582.797166542237,Hybrid,2.7,86.3642895229026,Automatic,Green
Chevrolet,2003,31489.909686224353,Diesel,2.3,147.77387300201124,Automatic,Black
Toyota,2014,46512.20125472163,Diesel,1.4,95.29938438411142,Manual,White
Tesla,2020,26801.833231561614,Electric,2.2,137.26514346376132,Automatic,White
Tesla,2004,27850.76383258752,Electric,4.4,111.17335757756014,Automatic,Black
Honda,2008,42376.707365764814,Hybrid,4.1,143.44845544515255,Automatic,Green
Chevrolet,2001,35303.83230476017,Petrol,4.9,84.0712746277245,Manual,Green
Chevrolet,2006,47460.358941144375,Petrol,3.6,71.85099509073255,Manual,Green
Tesla,2016,38745.962829520504,Hybrid,3.2,136.17807250025902,Automatic,Green
Chevrolet,2015,28831.94834479336,Petrol,2.2,145.59640376002957,Automatic,White
BMW,2016,27693.949840049496,Petrol,1.3,129.44328300386064,Manual,Green
Hyundai,2019,,Petrol,3.5,93.49640446910684,Manual,Green
Ford,2022,19559.80331495438,Electric,3.0,140.2915351682329,Manual,Black
Volkswagen,2001,32726.524999781763,Diesel,4.0,137.0497631954774,Automatic,White
Audi,2010,,Diesel,2.6,85.75343606403088,Automatic,Yellow
Honda,2001,35979.20955932724,Electric,4.9,133.47109528540585,Manual,Yellow
Hyundai,2000,29012.181737027164,Electric,2.6,124.2761860627322,Automatic,Blue
Tesla,2001,45440.917617255436,Electric,2.3,123.1419348464912,Manual,Black
Volkswagen,2022,19132.439850962182,Petrol,,78.50766648079822,Manual,Green
Chevrolet,2008,18226.645249000252,Hybrid,2.6,144.68632918570117,Manual,Gray
Audi,2021,23443.0272436614,Hybrid,4.5,103.72101566046513,Automatic,Blue
Chevrolet,2001,30047.632159025452,Petrol,1.1,100.56252132038097,Automatic,Red
Toyota,2014,21223.071144094843,Petrol,3.8,133.65450567837914,Automatic,Green
Toyota,2009,40775.51089684509,Electric,1.3,113.44774468695182,Manual,White
Audi,2014,24088.27685421828,Electric,1.6,76.92759811465451,Manual,Red
Audi,2009,22659.681510082133,Diesel,3.8,165.88401089480294,Automatic,Gray
Tesla,2022,38440.63141015718,Electric,2.2,126.84529016150194,Manual,White
Audi,2016,,Petrol,1.8,119.38503309400377,Manual,Red
BMW,2008,36277.609994294115,Diesel,4.2,119.06116323920286,Automatic,Blue
Chevrolet,2017,29619.26591906416,Electric,4.8,120.46054673639918,Manual,Red
Hyundai,2003,32174.026118080197,Diesel,1.9,122.89760734008398,Automatic,White
Mercedes,2008,18531.604381836893,Diesel,2.3,154.2215802683853,Automatic,Blue
Audi,2015,28817.27791096673,Electric,3.9,167.42275145260504,Automatic,Gray
Honda,2003,21615.55064691407,Hybrid,4.3,111.3060532897224,Manual,Green
Toyota,2015,,Petrol,5.0,140.29181223840308,Automatic,Red
BMW,2018,40342.5712352657,Petrol,2.1,138.81123245217745,Automatic,Black
Volkswagen,2000,24768.61047579016,Diesel,3.2,140.68291325046195,Manual,White
Mercedes,2022,,Hybrid,1.5,158.14432536362682,Automatic,Black
Hyundai,2005,28716.64711986915,Hybrid,2.3,145.55645245407925,Automatic,Black
Mercedes,2009,47231.65252832888,Electric,1.2,132.51673540873728,Manual,Red
Audi,2015,33171.1864148523,Electric,1.8,100.9633465455338,Manual,Black
Tesla,2003,26577.059195041445,Petrol,3.0,129.09901932184354,Automatic,Yellow
Toyota,2021,31173.48141239157,Electric,1.7,88.62120507588891,Automatic,Green
Toyota,2021,17704.072501643775,Electric,4.6,133.8349947954256,Manual,Blue
Volkswagen,2012,29410.613520426807,Diesel,3.8,129.5785825451642,Automatic,Green
Tesla,2015,21352.847325396753,Hybrid,1.1,77.05441137996908,Manual,Gray
Chevrolet,2019,15218.671807758135,Hybrid,4.5,105.92361322443017,Manual,Yellow
Ford,2005,45892.59300057224,Electric,,97.75658537372642,Automatic,Gray
BMW,2010,29784.0560084947,Electric,3.0,141.08531199771537,Automatic,Black
Toyota,2002,,Electric,2.3,111.17819653651524,Automatic,White
Honda,2019,16422.56583988292,Petrol,2.1,77.30659764479543,Manual,Black
Toyota,2009,28231.07228421038,Petrol,1.3,133.37568556300187,Automatic,White
Mercedes,2000,28806.586784411214,Diesel,3.0,126.19983194957486,Manual,Green
Toyota,2019,36120.41354850466,Petrol,1.2,123.7351297036555,Automatic,Yellow
Toyota,2010,22369.326342314096,Hybrid,3.0,86.92795277793044,Manual,Gray
Ford,2011,25729.934866186046,Petrol,2.0,137.63239580962883,Manual,Blue
Ford,2013,22603.267728441926,Hybrid,2.9,116.60719102327002,Manual,White
Hyundai,2007,28255.60021023939,Petrol,2.7,114.80749463688835,Manual,Gray
Chevrolet,2010,14056.048302737405,Petrol,2.2,82.26210952966164,Manual,Red
Honda,2003,23566.39300300477,Diesel,2.8,83.3455058033878,Manual,Black
Toyota,2006,35037.72970369096,Electric,2.9,242.9835099880176,Automatic,Green
Toyota,2009,20196.44274939636,Electric,4.3,85.40553526203547,Manual,Yellow
BMW,2018,37996.047166397475,Electric,3.7,56.785287671922234,Manual,White
Ford,2003,36986.89385302614,Diesel,2.7,108.43690577594496,Automatic,Blue
Honda,2001,37656.18739071087,Hybrid,,114.28547675114646,Automatic,Black
Volkswagen,2020,29963.814875932516,Petrol,4.0,92.49351857091956,Manual,Green
Hyundai,2017,29244.798419646388,Diesel,1.3,95.34704625605184,Manual,Green
Chevrolet,2013,32556.87436153063,Hybrid,1.6,116.43545530112333,Manual,Green
Tesla,2015,40562.13488026339,Diesel,1.3,130.93349442230743,Automatic,Gray
Chevrolet,2021,39834.21687888053,Diesel,2.3,77.9999037808122,Manual,Green
Mercedes,2010,16702.117824151257,Hybrid,2.7,108.1303221380725,Manual,Yellow
Toyota,2009,23005.56228744329,Electric,3.0,119.94751142245443,Manual,Yellow
Hyundai,2016,21568.483014485355,Petrol,4.4,112.83111743952658,Manual,Yellow
Mercedes,2013,35814.18382628949,Electric,1.1,99.39997568672565,Automatic,Gray
Honda,2021,24565.718024284113,Diesel,2.7,89.24832674263803,Automatic,Yellow
Tesla,2003,28372.87461706616,Hybrid,2.6,171.89361581845048,Manual,Gray
Ford,2018,43663.588396448846,Diesel,4.8,50.0,Automatic,White
Hyundai,2001,38967.04785837419,Electric,2.0,150.7599185506608,Manual,Green
Hyundai,2006,41009.591539639565,Electric,1.5,85.72486348399188,Manual,Red
Toyota,2008,24264.367686240344,Electric,1.6,127.21047620221208,Automatic,Red
Audi,2018,10000.0,Petrol,3.1,122.3463097650699,Manual,Gray
Hyundai,2015,26835.802387087657,Electric,2.6,88.81617226076229,Automatic,Black
BMW,2021,18480.409251769554,Petrol,4.0,114.23241886226376,Automatic,Yellow
Tesla,2015,14447.604562966028,Petrol,2.3,108.0860419937125,Manual,Blue
Tesla,2017,39029.38261578615,Electric,1.5,120.83133046857431,Automatic,Black
BMW,2022,22865.21029817829,Hybrid,2.5,158.45852639788976,Automatic,White
Volkswagen,2020,23547.500801717637,Diesel,4.5,162.68714348559115,Automatic,Red
BMW,2020,27073.889493470142,Diesel,2.6,96.98037609890096,Automatic,Blue
BMW,2010,43171.95583231073,Petrol,4.3,130.37268820014768,Manual,Gray
Tesla,2006,28707.08591433471,Petrol,2.5,150.5595872826567,Manual,Gray
Chevrolet,2008,37612.71668983672,Petrol,2.1,107.00852308537476,Automatic,White
Tesla,2003,27477.232741547847,Diesel,4.1,137.98813011387753,Automatic,White
Audi,2012,17356.304949091762,Petrol,1.8,191.40550983806787,Automatic,Green
Toyota,2003,20481.311534720844,Hybrid,1.9,85.79383534441439,Automatic,Yellow
Mercedes,2018,29969.707469053094,Hybrid,1.2,134.35935098664544,Automatic,White
Chevrolet,2001,30861.084492024194,Petrol,1.8,89.76600346381795,Automatic,White
Ford,2008,34341.679449963005,Diesel,2.5,101.24684773805954,Automatic,Gray
Mercedes,2011,34344.99852560002,Electric,2.6,105.7308003747837,Manual,Gray
Toyota,2001,37201.30186755585,Diesel,2.7,133.2856933292877,Manual,White
Audi,2005,23846.783963572816,Electric,2.9,180.7851691472262,Manual,Gray
Audi,2004,44617.749805762534,Electric,3.3,102.08843439221837,Manual,White
Ford,2004,45350.06018973315,Petrol,1.8,150.26166150226086,Manual,Blue
Chevrolet,2019,25835.714628131595,Hybrid,,92.9463338888804,Automatic,White
Volkswagen,2021,23648.645741463963,Petrol,2.3,106.81823275110015,Automatic,Green
BMW,2004,,Electric,3.9,159.38327395826113,Automatic,White
Chevrolet,2003,31367.113017254705,Petrol,3.2,148.7058802973231,Manual,Blue
Volkswagen,2008,33619.496309527545,Electric,3.2,107.64526166169435,Manual,Red
Audi,2021,25365.38550490231,Petrol,3.7,101.83250837029814,Automatic,Black
Tesla,2009,32262.11653238066,Hybrid,2.3,134.05682699451762,Automatic,White
Toyota,2015,18897.491913642378,Hybrid,2.7,100.37828164239697,Manual,Blue
Ford,2009,37741.390201665636,Diesel,3.3,105.6026914201326,Manual,Blue
Toyota,2009,25752.177087638825,Electric,2.7,107.95638137094964,Automatic,Gray
Honda,2018,32310.07722841655,Electric,2.8,114.651329213253,Automatic,Green
Honda,2009,31681.256376479632,Petrol,2.1,102.50054316474343,Automatic,White
Chevrolet,2005,14316.465397053256,Diesel,2.1,70.95911222310227,Manual,Green
Audi,2016,36672.25973018215,Hybrid,3.8,166.56331633364402,Automatic,Blue
Audi,2004,23724.453335474886,Petrol,1.0,144.6277506629881,Automatic,Green
BMW,2005,31620.03741281836,Diesel,1.4,117.38084199309696,Manual,Red
BMW,2014,18720.95692333339,Hybrid,4.8,97.84343982014737,Manual,Red
BMW,2018,26164.98249806872,Petrol,1.7,156.08989261836393,Automatic,Black
Tesla,2017,32905.99093544763,Hybrid,2.7,134.02785309893196,Manual,Gray
Mercedes,2003,21365.577701378068,Electric,4.4,100.53868171890625,Automatic,Green
Hyundai,2007,21803.79085139753,Diesel,1.0,135.22489221982713,Manual,Gray
Mercedes,2015,31000.544914083883,Hybrid,4.7,122.4216324632222,Automatic,Gray
Toyota,2018,28659.88436170072,Diesel,1.2,124.02936796917244,Automatic,White
Mercedes,2019,32794.4369202625,Petrol,1.7,145.85942645685734,Manual,Green
Tesla,2002,,Diesel,1.1,135.03116142427567,Automatic,Red
Toyota,2009,35131.98862823089,Petrol,3.1,145.6173963146179,Automatic,Yellow
Mercedes,2001,25464.356605697554,Diesel,4.8,174.98501682501745,Manual,White
Tesla,2003,,Petrol,4.4,137.50827484426586,Manual,Blue
Hyundai,2005,,Petrol,3.6,190.54217298372254,Manual,Black
Mercedes,2010,25112.072358258443,Petrol,1.7,155.82755773937845,Manual,Green
Tesla,2013,35845.367248505805,Hybrid,4.5,112.62760527731925,Manual,Black
BMW,2015,25884.955188072985,Electric,4.0,74.58302888320085,Manual,White
Audi,2020,20630.15730422434,Diesel,2.1,156.126870164921,Manual,Green
BMW,2018,43840.92698696948,Electric,4.2,81.24473658248331,Manual,Black
Audi,2001,29718.93332305472,Electric,4.5,124.65754363121185,Automatic,White
Ford,2016,33771.616617503845,Electric,3.8,141.67385411951935,Automatic,Gray
Ford,2008,11903.357624976998,Electric,1.4,87.81479616565957,Manual,Blue
Ford,2016,40654.46863632991,Diesel,4.9,101.10540508638624,Manual,Gray
Hyundai,2014,51169.84738611612,Diesel,1.3,88.07832320100665,Automatic,Black
BMW,2006,39937.45962954855,Electric,3.6,181.93950855566564,Manual,Blue
Audi,2021,,Diesel,1.4,142.032969953088,Automatic,Yellow
Tesla,2022,26729.84095115407,Diesel,4.6,98.29187452026599,Automatic,Red
Toyota,2018,32014.58411729628,Petrol,,73.79464878557228,Manual,White
Tesla,2002,33904.61722015917,Diesel,3.0,93.84909208658058,Automatic,Yellow
Toyota,2000,24419.11968678812,Hybrid,1.7,101.15343807127991,Automatic,Yellow
Honda,2003,29007.52457206173,Electric,3.2,103.35203173441533,Manual,Blue
Tesla,2017,21992.055316459664,Diesel,4.8,143.75679032310143,Automatic,Green
Mercedes,2007,26835.95015896632,Electric,4.6,77.67522887217538,Automatic,White
Mercedes,2018,,Diesel,,152.61978956759089,Automatic,Yellow
Chevrolet,2022,15873.900275855152,Electric,2.5,65.80451468193328,Automatic,Blue
BMW,2022,37624.828861273214,Hybrid,2.1,117.75026695941379,Automatic,Black
Toyota,2005,17381.1151424547,Diesel,2.9,99.11565621454415,Manual,Gray
Toyota,2000,30419.650137627217,Diesel,4.3,149.8380640789901,Manual,Green
BMW,2007,31147.481096042924,Hybrid,4.0,163.21329255081488,Automatic,Black
Hyundai,2000,34582.52977527137,Diesel,2.4,144.26338326950403,Automatic,Green
Chevrolet,2018,28555.678137488292,Electric,2.5,133.2778536470166,Manual,Green
Hyundai,2010,21642.44415124329,Hybrid,3.6,111.94121269910252,Manual,Red
Hyundai,2020,31476.0755704149,Petrol,1.8,160.23824352919567,Manual,Green
Hyundai,2014,47380.04471339642,Electric,1.4,89.98108272020123,Automatic,Black
BMW,2022,29884.72673065618,Diesel,2.0,133.41415311515192,Manual,Blue
Hyundai,2010,22948.987486016522,Electric,1.5,152.53830355195657,Manual,Red
Mercedes,2018,26262.8524458491,Hybrid,2.4,147.48422510602595,Manual,Blue
Ford,2020,31201.903758379143,Diesel,4.8,135.86322764425012,Automatic,Yellow
Honda,2009,27851.029722771465,Diesel,1.5,135.0472802995659,Automatic,Gray
Toyota,2011,26739.348579223766,Hybrid,4.3,146.76625710267524,Manual,Green
Toyota,2000,40619.456938645286,Petrol,3.1,116.013953857739,Automatic,White
Honda,2006,34138.2537319059,Diesel,3.5,162.80097950568052,Manual,Yellow
BMW,2016,29051.84508935463,Diesel,1.7,181.70952832262824,Manual,Gray
Tesla,2009,29113.131371030093,Diesel,1.6,64.5443628906145,Automatic,Gray
BMW,2005,31385.43065227612,Petrol,1.7,108.18186879529931,Automatic,Green
Toyota,2016,34482.51476104383,Electric,,86.52813472255117,Manual,Gray
Toyota,2017,40258.519651907955,Petrol,4.0,100.42399932561707,Automatic,Blue
Honda,2004,26704.7017037258,Electric,4.7,123.71542329891454,Automatic,Yellow
Hyundai,2017,22044.630673534077,Diesel,2.6,134.13043962170053,Automatic,White
BMW,2016,25551.138498854914,Electric,2.8,115.04552936997452,Automatic,Blue
Audi,2021,22995.2623145833,Electric,2.9,139.07018867103858,Manual,Red
Honda,2015,17791.940366801005,Electric,2.1,97.9007935695368,Manual,Green
Mercedes,2007,41284.79532807827,Electric,2.3,107.85657789458347,Manual,Blue
Toyota,2012,36836.689001060484,Diesel,4.4,139.37824618695717,Manual,Gray
Honda,2015,11731.864455449962,Hybrid,2.4,110.07874222152714,Manual,Black
BMW,2010,,Petrol,4.5,81.328865313498,Automatic,Black
Toyota,2005,26986.123044672644,Electric,2.2,186.9524843930521,Automatic,Blue
Tesla,2002,26032.733362366966,Diesel,2.4,148.14649019457283,Manual,Gray
Honda,2000,10107.828219030489,Diesel,3.2,124.89187029455069,Manual,Gray
Chevrolet,2017,29798.05263945635,Diesel,1.4,146.76945230118946,Manual,Black
Toyota,2004,30615.444729683422,Diesel,4.7,132.51985323167267,Manual,White
BMW,2012,20584.835626698376,Electric,4.3,72.35464732490274,Automatic,White
Ford,2009,42981.96923192332,Petrol,3.7,124.59640601620403,Automatic,Gray
Audi,2004,36330.79304634695,Diesel,5.0,98.29841436932685,Automatic,Red
Volkswagen,2013,21469.309840628288,Petrol,1.1,123.38710161355232,Automatic,Red
Hyundai,2016,38184.40298776115,Petrol,2.6,132.13099058414542,Automatic,Red
Volkswagen,2000,26275.56809050374,Petrol,4.4,148.56332318397023,Automatic,Green
BMW,2001,38440.866565719356,Hybrid,2.7,90.42587357047077,Automatic,Red
Mercedes,2006,18456.81964530994,Diesel,1.0,91.52577045620238,Manual,Yellow
Mercedes,2009,31360.493780046545,Diesel,,105.77462716855212,Manual,Red
Ford,2019,20269.83969734772,Diesel,2.7,163.9256253824882,Manual,Yellow
Hyundai,2006,23301.02030131321,Petrol,3.7,109.09610033315703,Automatic,Black
Chevrolet,2015,14546.68335718255,Diesel,1.7,136.04741041279266,Automatic,Gray
Ford,2004,20124.353734992896,Diesel,2.8,118.32432244416374,Manual,Blue
Volkswagen,2011,20077.629513178646,Petrol,1.1,108.14224989062907,Manual,Black
Ford,2016,19077.194147517494,Diesel,2.9,124.033213367749,Automatic,Black
Volkswagen,2015,31508.917249709022,Electric,4.6,143.75552324981842,Automatic,Green
Toyota,2019,15870.482019774985,Hybrid,3.4,140.21466482908625,Automatic,Gray
Mercedes,2015,,Electric,2.8,83.7361200548248,Automatic,White
Toyota,2018,38047.12825415317,Electric,1.6,130.05097617822585,Automatic,Black
Audi,2014,22887.557479556017,Electric,1.8,168.91639935048659,Automatic,Black
Hyundai,2011,29320.42014964309,Petrol,1.3,129.14732598063506,Manual,Green
Chevrolet,2020,,Diesel,4.0,153.92625168920011,Automatic,Yellow
Volkswagen,2009,26707.886039121917,Electric,1.3,172.21395717499655,Manual,Yellow
Chevrolet,2021,10000.0,Electric,,124.91926895940398,Manual,Blue
Volkswagen,2001,20985.528211139732,Diesel,4.0,118.14117412296969,Manual,Red
BMW,2006,41691.40894861772,Petrol,3.9,132.89425172990977,Automatic,Black
Ford,2012,32590.74978729301,Electric,3.3,158.61835975790848,Automatic,Yellow
Audi,2002,28068.998620569364,Diesel,3.3,115.22634340796257,Manual,Yellow
Mercedes,2014,13834.125772479407,Diesel,1.4,85.59941673561525,Automatic,Red
Volkswagen,2000,34745.347812551176,Hybrid,1.7,130.79327325302606,Automatic,Gray
Chevrolet,2002,22706.7749015146,Electric,3.1,147.84810744742975,Manual,Black
Audi,2009,20100.252623202854,Electric,,131.98800082615355,Manual,Blue
Tesla,2014,20902.210876781457,Hybrid,1.1,133.1666048162639,Manual,Blue
Tesla,2021,,Diesel,4.2,118.84333478041204,Automatic,Gray
Toyota,2005,29432.306604190766,Diesel,3.6,112.95275390817567,Automatic,Red
