salary,price,area,age,rating
55085.067801033474,128.39963773741408,84.25371764081285,23,3
54118.377703017635,321.4666698183895,47.79987666661167,61,4
38047.27577801822,173.79545554010076,151.84688509471317,64,4
64441.80415596864,296.64048800010556,80.94863133460076,40,2
63915.82908269834,80.89501562901705,58.28166313299271,68,3
60076.70184963691,356.0649652472016,55.11299982751238,27,1
56481.1929993728,64.19877769418513,83.53462307954177,51,3
38769.438869243786,157.9751486802624,130.75527120533673,61,4
53690.320158519615,50.0,90.92838057794881,29,3
54859.282252098456,129.07208359302973,33.51251477088337,49,4
47965.84096167571,76.59651191650224,46.47443389522788,43,5
57580.71432500986,62.041012449527,79.38555202376524,24,3
66060.76285221807,682.1587642783421,142.1497619650056,49,2
88292.78851815795,50.0,46.74756248965075,50,3
62618.66719247759,309.5988075722161,125.31166509511591,35,1
63863.25586084147,829.106008061859,50.38059804008073,52,3
58883.311263507494,50.0,65.97460564939485,37,4
31218.431770514377,240.14721898655858,59.27204968447967,48,3
59602.291868261746,58.314407193480896,41.42886804703778,22,4
60903.4531491154,50.0,144.12606895572034,49,4
96948.6316872793,103.13064456417258,108.77860305562587,69,4
57114.58552828316,547.3449123435203,171.2790849525475,64,2
64523.210135004185,50.0,46.81144279699389,59,4
59479.32345442135,177.29090426829487,54.60459866747228,36,3
42469.82943570702,139.18880906660624,82.09781432957661,18,2
77142.34221772531,413.31953862748725,160.1972177795974,24,5
71278.9954903016,50.0,81.9789999364688,39,5
71865.47920564571,228.84290675968174,99.43118027477774,67,3
46359.18817807891,227.955429912863,81.27260627051797,51,4
81041.91466404148,221.17573512318515,43.6381296061751,68,2
38972.23405811579,570.6192233474985,189.70371589235185,27,3
68802.85640700406,346.42003657678566,123.2516286521021,64,2
92856.83438714968,50.0,163.93164199153443,59,3
45141.955123039676,127.38469539570494,141.92070567150034,43,3
51505.53405595842,101.48397139631462,117.42322744053577,49,2
61494.77047631462,74.25541361117205,45.24530363209462,59,3
52447.86518825701,120.0540736731377,139.26470269595174,44,2
36740.048534008005,96.96472008302864,56.41296050926147,29,1
61028.44462209041,113.2443770025433,100.44513879056703,57,3
44065.44429410843,775.1562064854792,136.94923439167314,40,3
67103.88645952773,50.0,162.97893008026097,31,3
46208.63648649295,510.8021422194246,146.4576798704653,51,2
83249.01607526309,130.87635785268853,144.1606999392869,34,3
48251.20061495644,195.49617063268744,55.33717555978527,23,2
55169.07725691487,354.60673915052257,88.84185181216995,44,3
72202.75826054504,89.40216950285779,37.29508635223301,25,5
41537.03525349067,112.57187637142991,152.311071839999,50,2
63411.899019061944,105.36338796374478,191.93961682396125,52,3
79607.14131423642,93.91467157659037,74.89876633044288,64,2
35887.75148158159,519.4699620444358,44.908440557592584,34,3
62769.507877984564,353.13636269606604,110.84691304812111,43,3
63898.24191372635,50.0,175.6386979316867,24,5
71727.34307665966,50.0,123.83561319620254,63,3
41445.739336828774,111.67763854631463,37.95211553231926,41,3
40193.15080373586,50.0,195.62628088975083,42,3
67829.12348425346,193.0400556512098,170.8704846936421,52,2
64454.77009849779,50.0,52.37099309875673,43,5
63757.39275518815,147.78514770031103,186.70561860559653,67,3
65196.72314245463,50.0,106.61700906288206,22,1
49799.62917632264,76.13391921002885,93.22265839774,69,3
63483.80545741505,226.13872118513737,108.379066189622,64,3
64396.08709948022,132.34479638121772,171.87723266806103,55,1
49284.72872960448,765.8075662024661,142.1115453087536,52,3
87986.61766717135,414.4594979651445,40.07223690795368,47,3
67107.49381367682,88.96724957645567,192.79274308974905,67,3
42130.44754196027,50.0,55.123302691314024,42,1
69848.30412950745,373.67579868661034,156.74655179500968,41,5
45379.77494659018,484.3510162128941,138.1432101727823,47,2
71806.26905613678,343.65800713198314,61.879768150915346,37,3
77378.93368511106,50.0,59.024452939218435,20,4
47689.76522472434,1234.6101784268942,177.95569092979764,49,2
74450.64193866483,59.8387413058309,101.34813699493151,25,2
66191.71390404747,257.6194253439681,141.27800740960356,68,2
72330.90239991735,477.26917288235484,115.69207065563445,67,2
88451.89473980921,53.755607487267035,153.6500979029131,64,2
56319.17825995694,477.7562070763156,111.4712037566862,40,3
48693.95753463766,74.06252580022148,78.85458559344663,63,3
46657.28355561715,749.4137988943194,91.77517306940439,33,3
47762.845725518426,66.05112567333606,176.04320805655826,52,1
58843.47435878844,613.3847610268692,109.5658977968636,42,4
65117.279622249654,50.0,66.28638648158358,32,2
64150.36198995029,247.07343939324596,188.88291597313304,68,3
72407.74873554036,151.9048953455122,165.42207760472408,25,1
60195.02837816861,129.97044687647872,39.46324482955385,51,2
81803.01115735975,50.59026282965296,199.82030353668802,42,3
56030.147501430656,244.56031823974743,148.1375383948174,66,3
100802.53749884429,50.0,57.24532183689978,61,3
69385.01021647509,160.9685646026895,70.3185058207614,36,3
47142.63665375576,58.40372247685479,147.715731811063,60,5
43936.612529083315,622.9994904244488,162.55937939745073,67,3
67237.08622864778,50.0,70.63611033546704,30,3
56648.05822011224,50.0,73.68470516287604,63,2
70710.00741138138,55.49634965570418,82.21051812825034,29,1
67098.56436860317,106.9102479470043,131.66312202222826,32,3
58907.56631014691,52.983366786768805,59.208750311217074,40,3
47298.094228973925,135.19866664459266,47.72134381041218,57,3
37277.29162971203,411.8737090242678,145.40689514453732,19,2
53302.275718994686,249.00300726459426,162.44664976483892,57,4
72845.98191485209,173.48200985323814,115.15799875080593,40,5
63211.40616195306,50.0,91.8515607456255,22,3
41313.918319320175,236.8288775569542,103.44726129950098,51,4
62597.71388776773,50.0,96.02933175823182,27,4
65779.76069593255,308.6994992212809,193.1974344004048,44,5
46742.138456983004,57.55155066580877,160.57528388725385,59,3
62305.87658918292,107.93033563007516,65.37482652451874,21,4
60873.13077669,86.3013132090723,95.31215584917662,21,2
42855.44553254065,391.53530092697673,122.48208953172866,25,3
65366.81040522425,50.0,134.20759655082702,23,4
68411.76789552352,166.77856722146086,109.59126232489041,42,4
76245.76864762916,50.0,167.72152795203306,44,2
75807.03078052355,244.0176162224055,160.4930233078994,64,4
39334.959480643636,470.9402247145723,115.87684616678834,67,3
45932.62440127316,114.04707417964065,175.25299575289418,57,2
67725.5290081299,133.9221732019759,157.6852201752056,37,3
67706.78926368314,524.620991747488,162.35891428250935,44,4
67725.71529459071,147.20734079305967,192.5881325036808,24,5
117790.97235982082,133.72933213224786,75.29938000556444,40,4
68563.35766039751,172.70602668532706,75.50018760236436,37,1
77033.48460270898,233.74026838188811,181.12188346740882,66,2
74310.02645239803,50.0,161.2784834755655,68,1
69770.86876958697,344.1974274545789,187.51274204405667,51,2
55270.96133039481,114.36476029217644,40.732127255157025,46,3
71384.53830739901,50.0,136.7187031344714,61,3
48407.621781936425,308.52664457271885,54.58681748098606,68,2
56447.72089889987,94.62569222990247,115.66252370973905,22,4
52719.54678256345,50.0,56.47697841508552,44,3
61228.112090794835,200.9036821299358,51.773346527429474,29,4
94719.87850010264,424.27174953446007,32.068618714945636,34,3
31991.02211112378,437.4116034231299,137.14059810509374,54,3
70293.9028556177,632.4210171641452,91.03384483731463,51,3
35809.26193215523,404.544895358108,47.882008429425184,47,3
52921.0220131585,50.0,84.88242221432267,53,3
76334.25895451049,95.6849709401425,58.72049554676944,23,3
60964.200286431944,341.3468505660886,190.0881213552821,49,4
43833.82833106041,91.22109345617037,84.40083057942917,49,5
49270.444361100475,184.03390211378746,86.77209895919628,26,3
70193.96623402013,186.44182567527457,172.77586057792956,39,2
49044.50052424295,90.83402595269389,140.11847941862072,27,5
63246.878843729624,469.6712111990537,150.72917325851023,46,4
60683.5775985572,139.9249611841616,138.1203066781233,28,3
50225.99478591274,125.01705200467829,190.8533682712561,45,4
92159.16133987988,1199.395596591871,65.19014136486769,19,1
69508.78533477016,136.04633481889599,198.13667109848527,38,1
29622.861200135892,50.0,171.26255018460725,48,2
62796.814721541414,143.9267436284085,130.12534010897815,58,2
50073.20302847418,336.4197170461227,142.60317614736232,69,3
72786.50002194336,299.9914733620053,140.3003990051044,34,2
48112.188923509486,310.7833903001898,39.92735809005616,44,4
58278.95337799651,246.21658641577932,67.06280475042956,47,3
67574.80918470686,58.664343497095054,193.45005036920736,58,3
72986.32791255182,396.2222194434459,120.84195290609448,25,1
41995.55389416336,447.81591862835324,94.32011255452504,54,3
54982.481462385775,50.0,159.54653877614274,22,2
52875.82033258566,50.0,119.16822025148763,43,4
50200.06151139432,742.6751596239682,32.23767114342259,23,4
86481.81360421646,405.48212862638525,155.16039144157003,33,3
66074.72566441433,447.42717335350403,154.47698520898643,18,2
41086.74068497433,434.9727824944024,58.07528105869565,26,4
73767.92920582164,156.04050764533272,192.63221503211628,38,3
91832.3429551895,207.91877192317796,68.06438236198943,24,2
75486.9789082672,157.6511310804191,107.81739245497388,60,3
37209.4505106898,50.0,49.50511341435549,32,5
52736.48890700623,273.6933132517304,132.55799430660005,41,2
79003.66723779934,140.77370317983562,93.82669040972613,22,5
49384.958015718286,208.65959053346597,90.03948857564993,68,1
66657.29142219343,139.68815538036247,170.58606912756105,55,1
71619.51080144005,135.38049752184526,31.6254911845813,46,3
46096.04292632875,50.0,165.65095105171181,63,2
59107.119659072996,65.34383082574942,127.14625617717337,69,3
20000.0,50.0,197.63674729163384,63,2
44634.185379985654,50.0,130.20534750272233,28,3
56211.4777291026,722.216200298754,39.41445280515285,21,2
41283.25227052726,50.0,38.609705495433474,27,4
84486.16955897454,62.74236503322729,180.13600768321143,51,4
38547.87933059051,178.60746881548192,173.00640473687903,21,5
53399.332699545244,188.413306501466,88.80131284894395,69,4
61961.10865929137,50.0,135.0655223107933,27,3
81619.09933599173,315.70166613020183,113.23053069945205,50,3
38462.06773230841,307.612253597205,194.41788937312887,63,4
77447.45628232439,54.182744524175654,191.49335314907157,35,2
60153.4959152938,68.12272481719047,197.25263145193168,29,3
45277.37023428074,556.0850389384364,177.29629270782493,68,4
66931.55211394906,349.3627037514715,184.6237704317672,40,2
62985.895433602054,239.3312822794528,66.9373923904132,61,5
50996.74684261808,50.0,171.27115412826168,42,3
61047.031274850284,108.34773629608412,150.5057092447267,54,3
54220.2960470736,163.8790310210317,193.6737065007719,21,4
61702.76017876872,50.0,127.1145108352453,30,3
69931.9601178157,118.92355836132742,44.478418340794576,35,5
83790.25224218029,183.77174401137685,131.557811501816,46,5
41432.76751759727,79.31396180485002,146.71875776361892,61,3
91995.500619844,303.6863225283384,67.45457488111282,47,2
30718.68300716247,367.0790608258219,96.99927519716383,65,2
57723.22357446625,78.1969323620794,131.74558038878558,55,3
68824.75809726864,364.84474058283524,93.59797534380594,45,4
64214.87801602549,50.0,93.74111193057287,24,2
50659.50720269109,363.6976219292884,52.624728659375556,41,2
56878.16624464087,50.0,189.92694292320323,58,1
52604.985980117504,50.0,157.5840453641664,27,3
51159.52864583683,205.3190254788054,30.211384607237342,54,4
72744.03145531537,127.70807536957236,160.1542582837681,44,1
65355.23228947571,476.9556564871806,155.765148751836,38,2
49606.35607109019,90.25653573162938,31.65426322643891,53,3
73493.99813149875,67.69748691640596,92.83273059433998,60,4
64609.49281314914,138.92361481640543,133.1471073553402,68,4
72192.9317825844,121.74142275988015,106.9676108158661,46,4
69444.43262885418,84.44944249848592,162.25764018248623,24,2
47565.07483616892,236.66502102264087,102.32791654785377,30,3
51597.284397045456,285.0584656329574,56.156704807152295,62,5
71209.40407684892,383.4427287865244,195.99065612655085,40,5
69155.55398150197,721.3243059224906,71.14679877192792,67,3
59686.47609053778,62.02812899003427,152.0076927920265,42,4
61759.91074963173,251.8220517408479,54.336572982892235,58,5
79164.97343682637,100.26030298272275,85.93214434326855,62,3
51126.42916746255,226.07135421964682,105.14469343317204,30,2
68206.46071755057,129.24573063798292,62.679440769600866,54,3
56967.110213491585,1015.7754213660648,106.49312798266362,47,5
56734.78195159169,261.055080149626,56.7176799085975,43,3
76481.65277980786,609.3684871920327,125.03111162760132,29,4
72381.24523482045,360.325054701936,142.83125292843297,18,3
72202.64454000958,466.40486347360604,40.61382828476183,35,1
79582.18210731493,336.85297944966976,178.09246058396857,38,2
60315.05762449138,122.92603691581856,61.47395045714604,41,5
70229.29456942446,58.01390492230063,68.31161230445505,34,3
55345.99865109816,92.50876075648043,142.4294728141207,59,1
64862.49528732663,50.0,109.68768027385039,26,5
58047.85418448473,148.46461415758208,114.89725185908117,69,3
61454.93947489077,140.66285829088687,51.786347375732554,57,4
68927.3553815537,148.9935816792083,166.9750897189894,45,3
47726.689751497914,730.1720846311143,134.8992218377157,32,2
91385.8091352819,484.84662540202555,53.01494736260753,30,3
44909.73927750447,50.0,93.57989239435132,45,5
41787.17080818402,92.05265111401509,167.76968856495512,34,1
77371.66310250101,110.3143087718505,126.62035781772552,26,4
71874.94040944404,89.42402672912627,48.47029245259818,38,2
69361.79725578232,320.389173210733,93.37209778417875,47,3
69425.1826389642,148.48331325192143,71.25804773747488,28,3
59816.29840729628,169.77306556462577,117.96914412113348,47,4
46541.18442771253,383.48298689413735,173.37139190823822,53,3
61137.068372905895,327.9053690518263,104.16541291675136,42,3
49842.574327318325,50.0,103.66814516261492,24,4
74626.79600126627,250.29297114023876,183.90965339559628,37,1
57794.13927746792,114.34035109448153,127.9515201262363,52,1
47617.54204811233,69.81191805903767,126.25248485755917,27,1
55179.2123752051,50.0,74.5246816188162,52,3
66193.97181413436,133.5932049171491,133.31286713231148,18,3
51544.13170794038,87.83644316999624,127.90477946095739,31,4
47666.69406650353,57.94029927031171,97.46474995811687,62,3
63655.30817237868,237.27355695260357,198.4182462028607,22,2
63674.49856663084,293.4882045921734,179.92146404117474,57,4
52395.85236943305,56.151757168663316,157.42966931305864,61,2
52934.425415725156,50.0,121.34875003021008,55,5
63480.74906036454,377.7678074414697,108.55016632208714,51,2
38278.73487754013,50.0,61.43255718794389,41,2
38888.04338435167,553.2815533015063,81.97537058248602,21,3
49223.33668121346,197.5680204607619,161.57333596994573,44,1
56798.292724322295,77.67636297070797,107.13732216938375,22,1
64663.61348397007,56.59938885214015,179.98581781681523,60,3
82130.34325424329,50.0,55.14489317873989,30,2
72864.8943480303,53.69917329819373,116.4190063223182,57,1
57600.922050548594,50.0,139.98416628362247,38,2
59714.75688145967,189.43568701513504,117.86423757234742,54,3
44962.05953043287,50.0,181.1685715694478,49,3
59722.30296011415,150.42231721275917,198.22575791095377,55,2
55670.120416197926,178.3764233089844,49.69189191803285,48,3
64840.778405071345,70.77625521502331,52.09233369307657,49,4
47591.53584671515,50.0,52.15509930522059,32,3
67790.19771361758,50.0,145.8001063319897,65,3
82991.08369503866,50.0,93.35493623429244,47,2
58368.597773147136,268.74252752711914,154.66349241520402,60,3
66025.67583148413,76.54797023458198,98.93015039078638,24,4
70352.1598756667,318.2215737397119,136.69314262645082,55,3
53981.692921712456,113.03271805937536,160.8758609654119,48,2
63361.38722715625,120.66060091834223,123.1967048113365,61,1
60188.88601172692,143.8500244683582,121.71561037650103,43,5
61465.14147823248,249.67653466478447,44.999835298557855,53,4
48404.853242168,63.90414813733567,99.83289629460391,63,3
60367.652613884144,50.0,122.78211604823939,60,2
67469.97436868175,162.4119716404878,108.5367403632897,43,4
81767.15411692562,79.19534012446147,183.13294003203234,61,2
74389.0623912781,116.85543898094734,184.1102074603132,19,3
92297.73686267334,208.22725311207137,169.7259547000895,60,4
48489.78655667926,136.29342817103458,93.8006728134304,62,3
73084.80955081017,193.66360495709424,151.94085578688083,60,1
62750.130086075274,157.14023336154716,97.19903838183366,26,2
92847.04399826509,269.258153926936,69.54091182587904,65,5
47875.525719672725,244.79198977277656,88.29344940364987,22,3
47404.17236728836,152.79544421118612,42.06398765854103,44,4
51009.11031833967,227.2024171556065,86.40217653079003,29,3
28141.564135352895,413.5968492115348,108.32617693439917,52,5
52113.674674788585,113.22231874056075,192.4317521127411,46,5
48613.01007669453,106.4653833301902,83.27979965733624,33,3
62255.906797143114,288.9929564507039,183.4171016649385,36,3
65126.339636657394,174.71993880098196,68.9059068899945,66,3
88142.56258823829,50.0,62.4647126190724,60,3
74256.35757279076,445.33235448570736,118.22922759346804,68,3
51346.44516506395,50.0,144.32693278055902,44,4
46523.77992977463,275.98005435750446,37.536482636387845,35,2
67378.78757259759,284.42090608903106,67.58119705802685,58,3
40196.501894690366,611.9947982846386,107.46622330522379,30,3
87471.8814878153,50.0,86.27073711714084,47,2
77691.60181081931,181.69271918816483,151.14558348921472,43,3
52962.365218429426,111.66752075166235,116.89730132702385,23,5
34302.98206363684,80.28454437225191,57.261047952663034,20,3
80308.0856124812,50.0,182.0591144835654,40,5
58281.902321210735,165.40618175635726,79.79396483217113,29,4
78567.24467960192,130.41668171309553,154.29228852395198,58,4
36083.58511808449,50.0,162.58568244791968,58,3
51009.374655693406,189.6024704192421,193.73680904353736,32,2
60078.65549577275,267.84637217897335,114.74626930909723,18,3
60704.70890647113,291.5823928867193,134.69203762895347,67,2
53249.01792781134,471.5628841815419,86.92896989152074,64,5
69342.74898521249,105.34721930860333,145.2904798800513,25,2
43985.69355926108,611.831429126904,108.77519259727435,48,2
57864.3077246806,401.1332696724463,104.40090200315178,28,3
61804.434475678485,70.3379271168658,175.42947994973792,34,3
67716.58251088124,50.0,38.528703394777075,44,1
70674.22317133335,114.3237964255319,179.93361273141764,48,2
43130.36862243196,102.7990309372906,174.85187243085468,44,4
36988.287438965664,171.472005411527,116.08226310550415,31,3
79165.15232847763,175.11914060005833,113.3344852149568,68,2
64984.71017969387,277.2484599989991,91.50725256603333,40,3
48772.701951651696,142.62506351930065,199.00954458589484,22,2
83267.27963283785,50.0,48.89878656815301,47,2
61735.11951439288,390.79639754813115,130.3365900568632,51,5
77689.45776095739,74.14451115824038,145.8858703191109,64,3
61012.777221151635,710.1539338144307,188.83610139688057,36,1
90911.21887322981,50.0,162.63459446564946,48,5
86330.11263664806,635.2167811009356,139.45402447796295,33,4
56265.5377728139,50.0,49.858093858060855,62,2
74573.56426431533,52.54226080198499,93.53469786134946,44,3
69680.63924377722,50.0,53.603079233157494,43,4
80529.47336298523,244.23270882888676,179.80616451913733,56,3
45526.14809129843,379.82270957159574,157.4355964458193,46,3
70290.7718999766,113.85735898257647,158.78125375552898,66,3
75876.36730274382,527.6733237609833,140.88360802150248,68,3
33618.90770365328,178.46556575266789,116.19740127924064,56,3
42251.12231001337,198.8543117040856,55.495080108794525,61,3
29411.51733359849,373.40767060110323,86.0481307398588,62,1
55958.89748333163,70.4228448418781,53.2756847210714,46,4
70763.13383693944,87.47343862895819,153.23523428489835,62,2
82535.35578144042,472.7898259106586,57.23889192374085,63,3
61111.42170629663,462.4533539858848,149.35930352918655,64,3
84429.23318356938,750.0044397339582,147.6834162313038,48,4
39298.47812677663,464.22786551236817,108.08176142851912,19,3
34449.26340967268,50.0,52.988871200068886,23,4
59166.78451655072,347.1411907346127,83.51614044278624,26,2
65760.98173408961,105.47180272669601,84.41582854284374,32,3
59509.578778588606,937.7398382434943,149.06547263435988,37,4
28988.36849940185,127.83825326351695,49.33631330033314,65,4
58663.19940730817,161.41377329240518,170.94166985673544,19,3
40432.9574924272,150.90875904137516,159.37123933160538,20,3
70045.08823245058,77.64404093492657,61.67217608962656,69,2
65498.973691452724,50.0,152.2579449024112,47,3
45901.80320508967,452.0032873269028,143.6472408495297,25,3
52291.9962399496,324.58145622037944,157.18053601885748,57,2
44111.79717166573,50.0,62.11785442627806,38,5
59059.813540902425,299.9089810256662,56.79035476659966,56,4
74327.13480751857,196.617916353222,70.20227760686822,60,1
45214.10930496684,105.2365174292417,92.19818953532587,30,3
67560.69773276767,58.61160583485936,164.9230467760862,57,4
52046.13572441339,392.8354939488032,155.4470693714045,58,2
48106.907516064835,240.920106457218,187.32677068735063,65,3
58394.544600681635,158.6995686225867,39.967025046764626,54,3
44471.365163709386,188.1005656091698,31.964567772411552,49,2
51695.26041979227,50.0,148.85360104913585,31,3
42031.831611167276,128.46030641642818,77.47887428500817,18,5
89470.87699374584,50.0,86.79341224074898,44,3
60528.95327957593,50.0,122.95634440546708,41,3
49504.117380111216,216.5304435482711,47.410230931555745,68,3
63209.69866101333,484.40023389435805,139.25805081316844,66,4
58315.07925463755,103.42126471943627,85.27506585929554,39,4
56685.45600700165,50.0,137.5615711311686,31,2
69212.50050065138,209.24966775224965,171.78117522247558,62,4
71362.61565070957,409.8787797109173,59.08892666736304,25,2
52042.48278584209,275.9184152368387,188.24842579546845,44,1
51362.7263903298,406.14129376609435,120.21698398061544,20,3
55874.22454272534,153.81337069830724,186.8977200795746,50,3
25471.18252896623,278.7655285286392,65.31411397430227,68,3
37272.13406702172,50.0,132.77565298272037,64,3
80503.11401166787,85.62639899758429,98.6608099450128,38,1
84674.51570251926,98.71150403509567,161.61777249652224,49,2
56264.45940665432,143.19955410410606,133.0045203462604,57,3
68648.35444583649,529.2302954554506,114.06762768291414,58,2
64668.75231815304,414.76595975632495,185.2075190932715,62,1
106183.21212682856,50.0,94.10990090918564,61,1
76793.62367151865,50.0,67.39663483269085,58,4
58081.2361277885,88.52144807338878,133.37720176485558,49,5
45666.89339099362,68.70771132079949,136.08483431937833,69,2
35903.30519613641,190.78343894526645,104.64608566721881,41,2
63051.954538008344,466.1476351394474,112.723707427195,28,3
48654.73882073545,655.5741701751042,193.12408043098299,54,5
38666.19435603489,212.03392516304942,154.5565675374562,68,2
50301.4067363621,364.2284303276646,48.802297752038086,38,4
43776.779945784074,148.97325005467238,66.06211204800387,35,3
85307.12452608848,50.0,195.84802785404503,28,5
73224.59635424176,148.7569430929408,153.4991441449003,44,2
59880.41038025074,161.97332705077002,185.55767144459105,60,5
82199.16208335038,271.3141546571168,81.65644887808276,55,3
61160.524614714275,50.0,156.11736621472068,18,5
47080.73698007604,91.87142327329234,151.38046044899693,46,3
82846.86115904486,90.5199814327392,80.09729752469377,38,3
68083.65065526988,640.9925905630149,123.6387753266199,46,4
44441.30768510315,117.37759948256593,136.6605689159502,26,4
57144.91982874588,281.37613640002394,111.79240784066906,24,3
46865.726199228644,277.9090329517694,170.62038013186216,55,3
39258.00403553496,61.725088295776295,171.58773710565822,48,4
73892.66321297461,169.66553313107718,174.60209321126464,44,5
88641.24960705196,449.43555188201805,166.58200674668768,59,1
39021.48639271288,128.94673916294565,112.97419112351459,49,3
68444.53855035856,580.512175290572,94.84451068533123,22,4
50240.361463172594,50.0,171.33396823144298,50,3
52693.11924352956,50.0,113.33424795456537,32,4
51114.09113641696,444.1160128076599,71.88313776675692,22,4
47040.138454802756,376.35591454859303,116.24840049477677,37,4
60727.82441917241,980.9816193486838,54.11446972627116,55,4
47535.748253834434,227.50814548969527,147.5770134017958,54,5
64056.85238669758,551.935847212494,87.10661787606408,34,4
59246.42835826294,350.83381503858726,74.31199573606723,67,4
56415.77929700386,372.1271835100295,192.60648685990665,21,1
46386.545069376036,168.39514251357372,162.0697692789123,38,2
