order_id,customer_id,order_date,order_value,product_name,category
ORD00040,CUST0335,2021-01-02 15:00:00,1404.29,Laptop,Akcesoria
ORD00041,CUST0629,2021-01-02 16:00:00,666.95,Smartphone,Akcesoria
ORD00042,CUST0519,2021-01-02 17:00:00,4274.97,Tablet,Elektronika
ORD00043,CUST0137,2021-01-02 18:00:00,834.86,Headphones,RTV
ORD00044,CUST0883,2021-01-02 19:00:00,4272.76,Headphones,Elektronika
ORD00045,CUST0688,2021-01-02 20:00:00,2458.92,Smartphone,Komputery
ORD00046,CUST0840,2021-01-02 21:00:00,2038.72,Tablet,Komputery
ORD00047,CUST0498,2021-01-02 22:00:00,4516.92,Laptop,Akcesoria
ORD00048,CUST0827,2021-01-02 23:00:00,3023.22,Smartphone,Elektronika
ORD00049,CUST0727,2021-01-03 00:00:00,2887.3,Laptop,Elektronika
ORD00050,CUST0477,2021-01-03 01:00:00,2798.24,Smartphone,Komputery
ORD00051,CUST0594,2021-01-03 02:00:00,1862.14,Smartphone,Elektronika
ORD00052,CUST0223,2021-01-03 03:00:00,3930.36,Smartphone,Komputery
ORD00053,CUST0990,2021-01-03 04:00:00,1271.46,Smartphone,RTV
ORD00054,CUST0372,2021-01-03 05:00:00,4695.09,Monitor,RTV
ORD00055,CUST0935,2021-01-03 06:00:00,4470.99,Smartphone,Akcesoria
ORD00056,CUST0995,2021-01-03 07:00:00,1694.03,Monitor,Komputery
ORD00057,CUST0402,2021-01-03 08:00:00,3650.02,Tablet,RTV
ORD00058,CUST0443,2021-01-03 09:00:00,2870.38,Smartphone,Elektronika
ORD00059,CUST0490,2021-01-03 10:00:00,1694.87,Tablet,Elektronika
ORD00060,CUST0615,2021-01-03 11:00:00,4942.72,Laptop,Elektronika
ORD00061,CUST0273,2021-01-03 12:00:00,135.93,Headphones,Elektronika
ORD00062,CUST0526,2021-01-03 13:00:00,1270.7,Smartphone,Komputery
ORD00063,CUST0159,2021-01-03 14:00:00,2605.17,Monitor,Akcesoria
ORD00064,CUST0152,2021-01-03 15:00:00,2614.55,Tablet,Komputery
ORD00065,CUST0995,2021-01-03 16:00:00,2948.78,Headphones,Komputery
ORD00066,CUST0620,2021-01-03 17:00:00,3760.86,Tablet,Akcesoria
ORD00067,CUST0188,2021-01-03 18:00:00,3121.15,Smartphone,Akcesoria
ORD00068,CUST0813,2021-01-03 19:00:00,3005.4,Laptop,Elektronika
ORD00069,CUST0098,2021-01-03 20:00:00,277.04,Smartphone,Komputery
ORD00070,CUST0131,2021-01-03 21:00:00,1888.89,Smartphone,Akcesoria
ORD00071,CUST0805,2021-01-03 22:00:00,1167.96,Laptop,Akcesoria
ORD00072,CUST0171,2021-01-03 23:00:00,1334.2,Headphones,Elektronika
ORD00073,CUST0936,2021-01-04 00:00:00,2776.14,Smartphone,RTV
ORD00074,CUST0986,2021-01-04 01:00:00,1005.53,Monitor,RTV
ORD00075,CUST0183,2021-01-04 02:00:00,1476.81,Headphones,Akcesoria
ORD00076,CUST0983,2021-01-04 03:00:00,1193.05,Smartphone,Akcesoria
ORD00077,CUST0364,2021-01-04 04:00:00,4743.03,Monitor,Komputery
ORD00078,CUST0039,2021-01-04 05:00:00,4723.88,Smartphone,Elektronika
ORD00079,CUST0527,2021-01-04 06:00:00,3053.61,Headphones,Elektronika
ORD00080,CUST0888,2021-01-04 07:00:00,4623.37,Smartphone,Akcesoria
ORD00081,CUST0497,2021-01-04 08:00:00,3931.21,Smartphone,Elektronika
ORD00082,CUST0516,2021-01-04 09:00:00,2953.84,Smartphone,Akcesoria
ORD00083,CUST0349,2021-01-04 10:00:00,42.11,Smartphone,Akcesoria
ORD00084,CUST0982,2021-01-04 11:00:00,3864.86,Smartphone,Elektronika
ORD00085,CUST0921,2021-01-04 12:00:00,3515.42,Smartphone,Elektronika
ORD00086,CUST0397,2021-01-04 13:00:00,3080.12,Smartphone,Elektronika
ORD00087,CUST0722,2021-01-04 14:00:00,3804.52,Monitor,Elektronika
ORD00088,CUST0161,2021-01-04 15:00:00,2569.48,Smartphone,Akcesoria
ORD00089,CUST0016,2021-01-04 16:00:00,3523.38,Smartphone,Akcesoria
ORD00090,CUST0493,2021-01-04 17:00:00,4676.51,Tablet,RTV
ORD00091,CUST0426,2021-01-04 18:00:00,1885.27,Tablet,Elektronika
ORD00092,CUST0108,2021-01-04 19:00:00,3543.53,Monitor,Komputery
ORD00093,CUST0894,2021-01-04 20:00:00,2383.68,Smartphone,Elektronika
ORD00094,CUST0450,2021-01-04 21:00:00,3375.25,Laptop,Akcesoria
ORD00095,CUST0311,2021-01-04 22:00:00,3816.84,Smartphone,Akcesoria
ORD00096,CUST0739,2021-01-04 23:00:00,236.81,Smartphone,Akcesoria
ORD00097,CUST0170,2021-01-05 00:00:00,3236.54,Headphones,Komputery
ORD00098,CUST0546,2021-01-05 01:00:00,1141.44,Smartphone,Elektronika
ORD00099,CUST0414,2021-01-05 02:00:00,3353.46,Monitor,Elektronika
ORD00100,CUST0251,2021-01-05 03:00:00,2346.97,Smartphone,Komputery
ORD00101,CUST0759,2021-01-05 04:00:00,3870.03,Monitor,Elektronika
ORD00102,CUST0781,2021-01-05 05:00:00,625.77,Laptop,Elektronika
ORD00103,CUST0141,2021-01-05 06:00:00,3135.35,Headphones,Elektronika
ORD00104,CUST0274,2021-01-05 07:00:00,1399.57,Monitor,Elektronika
ORD00105,CUST0416,2021-01-05 08:00:00,4266.38,Monitor,Akcesoria
ORD00106,CUST0608,2021-01-05 09:00:00,4642.63,Laptop,Akcesoria
ORD00107,CUST0739,2021-01-05 10:00:00,4982.03,Laptop,Elektronika
ORD00108,CUST0891,2021-01-05 11:00:00,3982.08,Tablet,Elektronika
ORD00109,CUST0039,2021-01-05 12:00:00,3771.13,Laptop,Komputery
ORD00110,CUST0814,2021-01-05 13:00:00,1085.35,Laptop,Komputery
ORD00111,CUST0029,2021-01-05 14:00:00,1686.68,Laptop,RTV
ORD00112,CUST0958,2021-01-05 15:00:00,2333.76,Smartphone,RTV
ORD00113,CUST0477,2021-01-05 16:00:00,3869.17,Smartphone,RTV
ORD00114,CUST0318,2021-01-05 17:00:00,4575.68,Laptop,Komputery
ORD00115,CUST0245,2021-01-05 18:00:00,953.8,Laptop,Akcesoria
ORD00116,CUST0748,2021-01-05 19:00:00,4612.61,Smartphone,Elektronika
ORD00117,CUST0697,2021-01-05 20:00:00,3481.17,Smartphone,Akcesoria
ORD00118,CUST0272,2021-01-05 21:00:00,3057.75,Laptop,Elektronika
ORD00119,CUST0440,2021-01-05 22:00:00,1007.21,Smartphone,Komputery
ORD00120,CUST0748,2021-01-05 23:00:00,287.07,Monitor,Akcesoria
ORD00121,CUST0239,2021-01-06 00:00:00,2846.64,Monitor,Akcesoria
ORD00122,CUST0377,2021-01-06 01:00:00,3261.06,Monitor,Elektronika
ORD00123,CUST0266,2021-01-06 02:00:00,1061.8,Headphones,Akcesoria
ORD00124,CUST0926,2021-01-06 03:00:00,2786.72,Smartphone,Elektronika
ORD00125,CUST0921,2021-01-06 04:00:00,4283.9,Tablet,Elektronika
ORD00126,CUST0359,2021-01-06 05:00:00,4176.98,Smartphone,Elektronika
ORD00127,CUST0340,2021-01-06 06:00:00,4637.5,Tablet,Elektronika
ORD00128,CUST0389,2021-01-06 07:00:00,1835.77,Smartphone,Akcesoria
ORD00129,CUST0577,2021-01-06 08:00:00,1597.07,Tablet,Akcesoria
ORD00130,CUST0990,2021-01-06 09:00:00,3749.64,Smartphone,Komputery
ORD00131,CUST0689,2021-01-06 10:00:00,2161.25,Laptop,Akcesoria
ORD00132,CUST0003,2021-01-06 11:00:00,446.87,Tablet,Elektronika
ORD00133,CUST0429,2021-01-06 12:00:00,1421.18,Laptop,RTV
ORD00134,CUST0142,2021-01-06 13:00:00,2098.73,Laptop,Akcesoria
ORD00135,CUST0376,2021-01-06 14:00:00,1469.66,Laptop,Akcesoria
ORD00136,CUST0670,2021-01-06 15:00:00,1667.71,Smartphone,Akcesoria
ORD00137,CUST0324,2021-01-06 16:00:00,1475.94,Laptop,Komputery
ORD00138,CUST0146,2021-01-06 17:00:00,217.08,Monitor,Elektronika
ORD00139,CUST0958,2021-01-06 18:00:00,3189.1,Smartphone,Elektronika
ORD00140,CUST0293,2021-01-06 19:00:00,2990.49,Smartphone,Komputery
ORD00141,CUST0665,2021-01-06 20:00:00,3270.38,Smartphone,Elektronika
ORD00142,CUST0432,2021-01-06 21:00:00,969.63,Tablet,Komputery
ORD00143,CUST0705,2021-01-06 22:00:00,1485.32,Tablet,Akcesoria
ORD00144,CUST0949,2021-01-06 23:00:00,3101.88,Tablet,Akcesoria
ORD00145,CUST0975,2021-01-07 00:00:00,3002.14,Tablet,Komputery
ORD00146,CUST0585,2021-01-07 01:00:00,2536.59,Monitor,Elektronika
ORD00147,CUST0399,2021-01-07 02:00:00,1758.56,Headphones,Komputery
ORD00148,CUST0817,2021-01-07 03:00:00,4565.53,Tablet,RTV
ORD00149,CUST0889,2021-01-07 04:00:00,1705.45,Laptop,Akcesoria
ORD00150,CUST0344,2021-01-07 05:00:00,2283.54,Tablet,RTV
ORD00151,CUST0964,2021-01-07 06:00:00,3393.79,Smartphone,Elektronika
ORD00152,CUST0140,2021-01-07 07:00:00,2719.68,Tablet,Komputery
ORD00153,CUST0187,2021-01-07 08:00:00,1740.96,Headphones,Elektronika
ORD00154,CUST0805,2021-01-07 09:00:00,2183.87,Tablet,Elektronika
ORD00155,CUST0061,2021-01-07 10:00:00,3974.46,Headphones,Elektronika
ORD00156,CUST0997,2021-01-07 11:00:00,1397.86,Laptop,Elektronika
ORD00157,CUST0939,2021-01-07 12:00:00,719.85,Laptop,Elektronika
ORD00158,CUST0380,2021-01-07 13:00:00,1572.68,Laptop,RTV
ORD00159,CUST0710,2021-01-07 14:00:00,4249.18,Monitor,Komputery
ORD00160,CUST0807,2021-01-07 15:00:00,454.06,Headphones,Elektronika
ORD00161,CUST0440,2021-01-07 16:00:00,4958.56,Tablet,Elektronika
ORD00162,CUST0319,2021-01-07 17:00:00,2709.6,Tablet,Komputery
ORD00163,CUST0302,2021-01-07 18:00:00,4924.38,Tablet,Elektronika
ORD00164,CUST0344,2021-01-07 19:00:00,4695.59,Monitor,Elektronika
ORD00165,CUST0011,2021-01-07 20:00:00,2269.54,Headphones,Akcesoria
ORD00166,CUST0062,2021-01-07 21:00:00,1000.47,Tablet,Akcesoria
ORD00167,CUST0845,2021-01-07 22:00:00,832.78,Tablet,Elektronika
ORD00168,CUST0226,2021-01-07 23:00:00,1207.55,Laptop,Komputery
ORD00169,CUST0153,2021-01-08 00:00:00,3553.56,Tablet,Akcesoria
ORD00170,CUST0711,2021-01-08 01:00:00,1372.02,Smartphone,Elektronika
ORD00171,CUST0564,2021-01-08 02:00:00,1713.71,Laptop,RTV
ORD00172,CUST0772,2021-01-08 03:00:00,2249.41,Headphones,Akcesoria
ORD00173,CUST0571,2021-01-08 04:00:00,4567.03,Smartphone,Elektronika
ORD00174,CUST0584,2021-01-08 05:00:00,955.07,Monitor,Elektronika
ORD00175,CUST0660,2021-01-08 06:00:00,35.08,Laptop,Elektronika
ORD00176,CUST0861,2021-01-08 07:00:00,309.88,Smartphone,Akcesoria
ORD00177,CUST0575,2021-01-08 08:00:00,4524.78,Smartphone,Elektronika
ORD00178,CUST0310,2021-01-08 09:00:00,3241.11,Laptop,Akcesoria
ORD00179,CUST0885,2021-01-08 10:00:00,1372.47,Smartphone,Elektronika
ORD00180,CUST0243,2021-01-08 11:00:00,894.19,Laptop,Akcesoria
ORD00181,CUST0493,2021-01-08 12:00:00,1478.39,Laptop,Komputery
ORD00182,CUST0366,2021-01-08 13:00:00,582.84,Laptop,Akcesoria
ORD00183,CUST0330,2021-01-08 14:00:00,4708.25,Laptop,Akcesoria
ORD00184,CUST0107,2021-01-08 15:00:00,3923.19,Tablet,RTV
ORD00185,CUST0226,2021-01-08 16:00:00,2317.33,Laptop,Akcesoria
ORD00186,CUST0825,2021-01-08 17:00:00,4326.16,Tablet,Elektronika
ORD00187,CUST0218,2021-01-08 18:00:00,1254.8,Tablet,Akcesoria
ORD00188,CUST0937,2021-01-08 19:00:00,3588.43,Smartphone,Komputery
ORD00189,CUST0753,2021-01-08 20:00:00,4282.1,Monitor,Elektronika
ORD00190,CUST0506,2021-01-08 21:00:00,1790.28,Tablet,Elektronika
ORD00191,CUST0259,2021-01-08 22:00:00,3789.75,Tablet,Akcesoria
ORD00192,CUST0888,2021-01-08 23:00:00,1482.41,Laptop,Akcesoria
ORD00193,CUST0774,2021-01-09 00:00:00,1501.3,Tablet,Komputery
ORD00194,CUST0517,2021-01-09 01:00:00,544.22,Headphones,Elektronika
ORD00195,CUST0773,2021-01-09 02:00:00,2205.89,Smartphone,Elektronika
ORD00196,CUST0054,2021-01-09 03:00:00,3651.26,Laptop,RTV
ORD00197,CUST0047,2021-01-09 04:00:00,4701.7,Smartphone,Elektronika
ORD00198,CUST0727,2021-01-09 05:00:00,3022.95,Tablet,Elektronika
ORD00199,CUST0689,2021-01-09 06:00:00,4317.05,Smartphone,Akcesoria
ORD00200,CUST0521,2021-01-09 07:00:00,4114.25,Tablet,Komputery
ORD00201,CUST0099,2021-01-09 08:00:00,874.98,Laptop,Komputery
ORD00202,CUST0020,2021-01-09 09:00:00,2434.23,Headphones,RTV
ORD00203,CUST0890,2021-01-09 10:00:00,593.45,Laptop,Elektronika
ORD00204,CUST0753,2021-01-09 11:00:00,3413.94,Laptop,Elektronika
ORD00205,CUST0573,2021-01-09 12:00:00,4750.0,Smartphone,Elektronika
ORD00206,CUST0891,2021-01-09 13:00:00,694.08,Laptop,Komputery
ORD00207,CUST0490,2021-01-09 14:00:00,3672.08,Laptop,Akcesoria
ORD00208,CUST0419,2021-01-09 15:00:00,3164.87,Laptop,Elektronika
ORD00209,CUST0690,2021-01-09 16:00:00,2922.19,Smartphone,Komputery
ORD00210,CUST0850,2021-01-09 17:00:00,1956.7,Monitor,Elektronika
ORD00211,CUST0062,2021-01-09 18:00:00,1782.11,Headphones,Akcesoria
ORD00212,CUST0145,2021-01-09 19:00:00,235.79,Smartphone,Komputery
ORD00213,CUST0216,2021-01-09 20:00:00,1097.36,Laptop,Elektronika
ORD00214,CUST0003,2021-01-09 21:00:00,85.73,Smartphone,Elektronika
ORD00215,CUST0160,2021-01-09 22:00:00,2911.27,Tablet,Elektronika
ORD00216,CUST0739,2021-01-09 23:00:00,538.21,Smartphone,Elektronika
ORD00217,CUST0998,2021-01-10 00:00:00,4366.37,Laptop,Elektronika
ORD00218,CUST0781,2021-01-10 01:00:00,2620.48,Laptop,Akcesoria
ORD00219,CUST0120,2021-01-10 02:00:00,3501.45,Tablet,Elektronika
ORD00220,CUST0893,2021-01-10 03:00:00,2060.18,Smartphone,RTV
ORD00221,CUST0089,2021-01-10 04:00:00,2807.29,Headphones,Elektronika
ORD00222,CUST0329,2021-01-10 05:00:00,4713.87,Smartphone,Elektronika
ORD00223,CUST0580,2021-01-10 06:00:00,422.84,Laptop,Elektronika
ORD00224,CUST0910,2021-01-10 07:00:00,1277.15,Smartphone,Komputery
ORD00225,CUST0357,2021-01-10 08:00:00,3902.14,Smartphone,Akcesoria
ORD00226,CUST0610,2021-01-10 09:00:00,502.7,Laptop,Komputery
ORD00227,CUST0267,2021-01-10 10:00:00,387.55,Laptop,Komputery
ORD00228,CUST0617,2021-01-10 11:00:00,1814.09,Laptop,RTV
ORD00229,CUST0952,2021-01-10 12:00:00,469.92,Laptop,Komputery
ORD00230,CUST0323,2021-01-10 13:00:00,2929.54,Smartphone,Elektronika
ORD00231,CUST0635,2021-01-10 14:00:00,1139.11,Monitor,Komputery
ORD00232,CUST0988,2021-01-10 15:00:00,4479.53,Smartphone,RTV
ORD00233,CUST0541,2021-01-10 16:00:00,3919.67,Tablet,RTV
ORD00234,CUST0649,2021-01-10 17:00:00,3501.53,Smartphone,Elektronika
ORD00235,CUST0195,2021-01-10 18:00:00,3088.55,Smartphone,Akcesoria
ORD00236,CUST0921,2021-01-10 19:00:00,4318.69,Laptop,Elektronika
ORD00237,CUST0738,2021-01-10 20:00:00,1123.08,Smartphone,Elektronika
ORD00238,CUST0332,2021-01-10 21:00:00,4366.81,Smartphone,Komputery
ORD00239,CUST0170,2021-01-10 22:00:00,3949.57,Laptop,RTV
ORD00240,CUST0521,2021-01-10 23:00:00,3743.32,Tablet,Akcesoria
ORD00241,CUST0463,2021-01-11 00:00:00,2810.67,Smartphone,Komputery
ORD00242,CUST0040,2021-01-11 01:00:00,1238.76,Smartphone,Elektronika
ORD00243,CUST0537,2021-01-11 02:00:00,2123.5,Laptop,Elektronika
ORD00244,CUST0261,2021-01-11 03:00:00,3969.92,Smartphone,Akcesoria
ORD00245,CUST0395,2021-01-11 04:00:00,168.57,Tablet,Elektronika
ORD00246,CUST0955,2021-01-11 05:00:00,3912.43,Laptop,Komputery
ORD00247,CUST0226,2021-01-11 06:00:00,1207.95,Laptop,Elektronika
ORD00248,CUST0984,2021-01-11 07:00:00,730.1,Smartphone,Akcesoria
ORD00249,CUST0124,2021-01-11 08:00:00,587.35,Laptop,Akcesoria
ORD00250,CUST0975,2021-01-11 09:00:00,145.98,Tablet,Elektronika
ORD00251,CUST0038,2021-01-11 10:00:00,2622.7,Tablet,RTV
ORD00252,CUST0328,2021-01-11 11:00:00,1099.12,Laptop,Akcesoria
ORD00253,CUST0251,2021-01-11 12:00:00,4947.26,Laptop,Akcesoria
ORD00254,CUST0901,2021-01-11 13:00:00,2876.44,Tablet,Komputery
ORD00255,CUST0176,2021-01-11 14:00:00,698.05,Laptop,Elektronika
ORD00256,CUST0602,2021-01-11 15:00:00,3446.93,Laptop,Komputery
ORD00257,CUST0914,2021-01-11 16:00:00,4489.74,Tablet,Elektronika
ORD00258,CUST0454,2021-01-11 17:00:00,3728.45,Smartphone,Elektronika
ORD00259,CUST0037,2021-01-11 18:00:00,391.43,Smartphone,RTV
ORD00260,CUST0316,2021-01-11 19:00:00,4480.46,Laptop,Komputery
ORD00261,CUST0688,2021-01-11 20:00:00,3971.71,Tablet,Elektronika
ORD00262,CUST0973,2021-01-11 21:00:00,799.94,Smartphone,Akcesoria
ORD00263,CUST0796,2021-01-11 22:00:00,268.41,Monitor,RTV
ORD00264,CUST0965,2021-01-11 23:00:00,2790.98,Tablet,Elektronika
ORD00265,CUST0973,2021-01-12 00:00:00,788.62,Laptop,Elektronika
ORD00266,CUST0593,2021-01-12 01:00:00,4174.61,Smartphone,Akcesoria
ORD00267,CUST0114,2021-01-12 02:00:00,1798.09,Smartphone,Elektronika
ORD00268,CUST0040,2021-01-12 03:00:00,4565.33,Smartphone,Elektronika
ORD00269,CUST0301,2021-01-12 04:00:00,2832.78,Headphones,Komputery
ORD00270,CUST0224,2021-01-12 05:00:00,921.54,Smartphone,Elektronika
ORD00271,CUST0318,2021-01-12 06:00:00,706.6,Laptop,Komputery
ORD00272,CUST0349,2021-01-12 07:00:00,2886.6,Tablet,Akcesoria
ORD00273,CUST0115,2021-01-12 08:00:00,3811.8,Laptop,Akcesoria
ORD00274,CUST0698,2021-01-12 09:00:00,3909.71,Tablet,Akcesoria
ORD00275,CUST0323,2021-01-12 10:00:00,1386.03,Tablet,Akcesoria
ORD00276,CUST0568,2021-01-12 11:00:00,1029.19,Smartphone,Elektronika
ORD00277,CUST0040,2021-01-12 12:00:00,93.61,Laptop,Elektronika
ORD00278,CUST0866,2021-01-12 13:00:00,3399.2,Tablet,Komputery
ORD00279,CUST0040,2021-01-12 14:00:00,392.08,Tablet,Elektronika
ORD00280,CUST0859,2021-01-12 15:00:00,2109.6,Smartphone,Elektronika
ORD00281,CUST0973,2021-01-12 16:00:00,3012.39,Laptop,RTV
ORD00282,CUST0749,2021-01-12 17:00:00,4686.17,Smartphone,RTV
ORD00283,CUST0289,2021-01-12 18:00:00,1565.89,Laptop,Elektronika
ORD00284,CUST0262,2021-01-12 19:00:00,1256.36,Laptop,Elektronika
ORD00285,CUST0216,2021-01-12 20:00:00,3274.26,Laptop,Komputery
ORD00286,CUST0147,2021-01-12 21:00:00,3100.0,Laptop,Komputery
ORD00287,CUST0336,2021-01-12 22:00:00,1667.23,Smartphone,Elektronika
ORD00288,CUST0168,2021-01-12 23:00:00,4641.23,Monitor,Elektronika
ORD00289,CUST0092,2021-01-13 00:00:00,4225.86,Tablet,Komputery
ORD00290,CUST0353,2021-01-13 01:00:00,1127.67,Laptop,RTV
ORD00291,CUST0571,2021-01-13 02:00:00,1203.32,Smartphone,Komputery
ORD00292,CUST0571,2021-01-13 03:00:00,2566.38,Smartphone,Elektronika
ORD00293,CUST0816,2021-01-13 04:00:00,3870.12,Laptop,Akcesoria
ORD00294,CUST0681,2021-01-13 05:00:00,229.76,Monitor,Akcesoria
ORD00295,CUST0781,2021-01-13 06:00:00,3469.74,Smartphone,Elektronika
ORD00296,CUST0363,2021-01-13 07:00:00,3244.7,Monitor,Elektronika
ORD00297,CUST0557,2021-01-13 08:00:00,1165.09,Smartphone,Elektronika
ORD00298,CUST0345,2021-01-13 09:00:00,3409.95,Tablet,Akcesoria
ORD00299,CUST0693,2021-01-13 10:00:00,4701.51,Laptop,Akcesoria
ORD00300,CUST0170,2021-01-13 11:00:00,243.46,Smartphone,Komputery
ORD00301,CUST0356,2021-01-13 12:00:00,1605.06,Laptop,Komputery
ORD00302,CUST0191,2021-01-13 13:00:00,2196.5,Headphones,RTV
ORD00303,CUST0667,2021-01-13 14:00:00,4497.31,Tablet,Komputery
ORD00304,CUST0422,2021-01-13 15:00:00,4811.68,Headphones,Elektronika
ORD00305,CUST0700,2021-01-13 16:00:00,2226.14,Tablet,Elektronika
ORD00306,CUST0007,2021-01-13 17:00:00,3752.64,Headphones,Akcesoria
ORD00307,CUST0133,2021-01-13 18:00:00,2662.99,Laptop,Elektronika
ORD00308,CUST0747,2021-01-13 19:00:00,2693.54,Smartphone,RTV
ORD00309,CUST0557,2021-01-13 20:00:00,1397.72,Tablet,Elektronika
ORD00310,CUST0826,2021-01-13 21:00:00,1092.61,Tablet,Elektronika
ORD00311,CUST0761,2021-01-13 22:00:00,1447.15,Tablet,Akcesoria
ORD00312,CUST0031,2021-01-13 23:00:00,2786.08,Laptop,Akcesoria
ORD00313,CUST0535,2021-01-14 00:00:00,155.48,Laptop,Akcesoria
ORD00314,CUST0426,2021-01-14 01:00:00,4537.17,Monitor,Akcesoria
ORD00315,CUST0394,2021-01-14 02:00:00,789.86,Smartphone,Elektronika
ORD00316,CUST0672,2021-01-14 03:00:00,1108.24,Laptop,Elektronika
ORD00317,CUST0363,2021-01-14 04:00:00,2596.2,Tablet,RTV
ORD00318,CUST0437,2021-01-14 05:00:00,3553.47,Monitor,Elektronika
ORD00319,CUST0670,2021-01-14 06:00:00,487.69,Laptop,Elektronika
ORD00320,CUST0551,2021-01-14 07:00:00,1595.3,Headphones,Akcesoria
ORD00321,CUST0927,2021-01-14 08:00:00,4843.69,Monitor,Elektronika
ORD00322,CUST0082,2021-01-14 09:00:00,1319.09,Monitor,Akcesoria
ORD00323,CUST0356,2021-01-14 10:00:00,1572.12,Monitor,Akcesoria
ORD00324,CUST0258,2021-01-14 11:00:00,4184.13,Smartphone,Komputery
ORD00325,CUST0718,2021-01-14 12:00:00,260.57,Smartphone,Komputery
ORD00326,CUST0589,2021-01-14 13:00:00,2328.42,Laptop,Elektronika
ORD00327,CUST0989,2021-01-14 14:00:00,1904.29,Laptop,Akcesoria
ORD00328,CUST0524,2021-01-14 15:00:00,1589.77,Smartphone,Elektronika
ORD00329,CUST0295,2021-01-14 16:00:00,1435.64,Smartphone,Elektronika
ORD00330,CUST0962,2021-01-14 17:00:00,465.96,Laptop,Akcesoria
ORD00331,CUST0224,2021-01-14 18:00:00,1580.98,Smartphone,Elektronika
ORD00332,CUST0525,2021-01-14 19:00:00,224.83,Laptop,Akcesoria
ORD00333,CUST0046,2021-01-14 20:00:00,3907.01,Headphones,Komputery
ORD00334,CUST0667,2021-01-14 21:00:00,1997.16,Laptop,Komputery
ORD00335,CUST0113,2021-01-14 22:00:00,2225.08,Smartphone,Komputery
ORD00336,CUST0233,2021-01-14 23:00:00,4469.04,Smartphone,Elektronika
ORD00337,CUST0017,2021-01-15 00:00:00,3293.69,Laptop,Elektronika
ORD00338,CUST0360,2021-01-15 01:00:00,50.21,Monitor,Elektronika
ORD00339,CUST0223,2021-01-15 02:00:00,4716.44,Smartphone,Elektronika
ORD00340,CUST0866,2021-01-15 03:00:00,1193.35,Smartphone,Elektronika
